eventID,occurrenceID,measurementType,measurmenetTypeID,measurementValue,measurementUnit,measurementUnitID
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S06_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S06_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,87,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S06_004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S06_005,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S06_006,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S06_007,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S06_008,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S06_009,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,192,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S07_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S07_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,89,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S07_004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S07_005,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S07_006,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,240,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S08_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S08_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,94,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S08_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,64,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S08_005,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S09_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S09_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,86,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S09_004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S09_005,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S09_006,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,272,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S10_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S10_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,87,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S10_004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S10_005,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,4,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_2018115_MID,ARG_PMADRY_PCUEVA_RS_2018115_MID_S10_006,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,128,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S01_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,11,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S01_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S01_004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,4,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S02_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,4,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S02_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,7,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S02_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S03_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S03_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,6,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S03_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,12,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S04_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S04_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S04_004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S04_005,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,16,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S05_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,4,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S05_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,9,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S05_004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S06_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,9,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S06_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,5,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S06_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,16,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S07_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S07_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S07_004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S07_005,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,12,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S08_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S08_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,32,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S08_004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,4,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S09_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,11,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S09_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,11,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S09_004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,17,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S10_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_HIGH,ARG_PMADRY_PESTE_RS_20181025_HIGH_S10_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,21,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S01_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S01_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,5,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S01_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S01_004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,60,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S01_005,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,6,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S01_006,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S01_007,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S01_008,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,6,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S01_009,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S01_010,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,10,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S01_011,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S01_012,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,64,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S01_013,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,20,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S02_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S02_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S02_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,58,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S02_004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S02_005,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,10,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S02_006,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S02_007,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S02_008,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S02_009,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,8,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S02_010,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,15,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S02_011,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,16,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S02_012,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S02_013,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,32,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S02_014,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S03_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S03_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S03_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S03_004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S03_005,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S03_006,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,77,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S03_007,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,9,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S03_008,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,4,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S03_009,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S03_010,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,144,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S03_011,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S04_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S04_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,9,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S04_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S04_004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S04_005,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S04_006,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S04_007,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,57,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S04_008,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,15,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S04_009,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,8,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S04_010,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S04_011,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,52,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20181025_LOW,ARG_PMADRY_PESTE_RS_20181025_LOW_S04_012,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,8,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
